RECORD_ID	TEST_ID	INPUT_CLASS	STAGE	COMPILER_SHA256	VM_SHA256	RC	STDOUT_SHA256	STDERR_SHA256	BYTECODE_CREATED	ARTIFACT_EXISTS	CURRENT_VM_EXECUTION_OBSERVED	STATUS	EXACT_SCOPE	NOT_PROVEN_BEYOND	PROVENANCE
WE-COMP-015	WA-NS-03B	double-dot address Σ.A..B	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	4	NOT_CAPTURED	NOT_CAPTURED	NO	NOT_APPLICABLE	NOT_APPLICABLE	MACHINE_OBSERVED_COMPILER_REJECT	Exact Σ.A..B rejected; no bytecode emitted.	No distinct malformed-dot rule proven because matched Σ.A.B was also rejected.	BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_A_SURFACE_PROBES/WINDOW_A_NAMESPACE_BATCH1_20260826.md
WE-COMP-016	WA-CF-01B	IF condition without parentheses	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	4	NOT_CAPTURED	NOT_CAPTURED	NO	NOT_APPLICABLE	NOT_APPLICABLE	MACHINE_OBSERVED_COMPILER_REJECT	Exact IF 1 < 2 { ... } form rejected; no bytecode emitted.	Does not prove IF runtime behavior, all condition grammar, or universal whitespace rule.	BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_A_SURFACE_PROBES/WINDOW_A_CONTROL_FLOW_BATCH1_20260826.md
WE-COMP-017	WA-CF-02B	WHILE condition without parentheses	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	4	NOT_CAPTURED	NOT_CAPTURED	NO	NOT_APPLICABLE	NOT_APPLICABLE	MACHINE_OBSERVED_COMPILER_REJECT	Exact WHILE 1 < 2 { ... } form rejected; no bytecode emitted.	Does not prove WHILE runtime behavior, all condition grammar, or universal whitespace rule.	BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_A_SURFACE_PROBES/WINDOW_A_CONTROL_FLOW_BATCH1_20260826.md
WE-COMP-018	WA-DEFRET-01B	DEF without parameter-list parentheses	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	4	NOT_CAPTURED	NOT_CAPTURED	NO	NOT_APPLICABLE	NOT_APPLICABLE	MACHINE_OBSERVED_COMPILER_REJECT	Exact DEF f a { ... } form rejected; no bytecode emitted.	Does not define all DEF parameter grammar or runtime function semantics.	BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_A_SURFACE_PROBES/WINDOW_A_DEF_RETURN_BATCH1_20260826.md
WE-COMP-019	WA-DEFRET-03B	RETURN expression without semicolon inside DEF	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	4	NOT_CAPTURED	NOT_CAPTURED	NO	NOT_APPLICABLE	NOT_APPLICABLE	MACHINE_OBSERVED_COMPILER_REJECT	Exact RETURN a without semicolon rejected; no bytecode emitted.	Does not establish bare RETURN syntax, runtime semantics, or stack effects.	BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_A_SURFACE_PROBES/WINDOW_A_DEF_RETURN_BATCH1_20260826.md
WE-COMP-020	WA-CALLRET-02B	bare RETURN;	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	4	NOT_CAPTURED	NOT_CAPTURED	NO	NOT_APPLICABLE	NOT_APPLICABLE	MACHINE_OBSERVED_COMPILER_REJECT	Exact bare RETURN; inside tested DEF rejected; no bytecode emitted.	Does not establish every possible RETURN expression form or runtime return-value semantics.	BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_A_SURFACE_PROBES/WINDOW_A_CALL_RETURN_BATCH2_20260826.md
WE-COMP-021	WA-KEY-01B	lowercase if keyword	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	4	NOT_CAPTURED	NOT_CAPTURED	NO	NOT_APPLICABLE	NOT_APPLICABLE	MACHINE_OBSERVED_COMPILER_REJECT	Exact lowercase if form rejected; no bytecode emitted.	Does not infer universal case rule for every token/identifier.	BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_A_SURFACE_PROBES/WINDOW_A_KEYWORD_CASE_BATCH1_20260826.md
WE-COMP-022	WA-KEY-02B	lowercase while keyword	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	4	NOT_CAPTURED	NOT_CAPTURED	NO	NOT_APPLICABLE	NOT_APPLICABLE	MACHINE_OBSERVED_COMPILER_REJECT	Exact lowercase while form rejected; no bytecode emitted.	Does not infer universal case rule for every token/identifier.	BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_A_SURFACE_PROBES/WINDOW_A_KEYWORD_CASE_BATCH1_20260826.md
WE-COMP-023	WA-KEY-03B	lowercase def keyword	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	4	NOT_CAPTURED	NOT_CAPTURED	NO	NOT_APPLICABLE	NOT_APPLICABLE	MACHINE_OBSERVED_COMPILER_REJECT	Exact lowercase def form rejected; no bytecode emitted.	Does not infer universal case rule for every keyword; RETURN case held constant.	BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_A_SURFACE_PROBES/WINDOW_A_KEYWORD_CASE_BATCH1_20260826.md
WE-COMP-024	WA-SLASH-02B	infix 4 // 2 candidate expression	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	4	NOT_CAPTURED	NOT_CAPTURED	NO	NOT_APPLICABLE	NOT_APPLICABLE	MACHINE_OBSERVED_COMPILER_REJECT	Exact infix 4 // 2 form rejected; no bytecode record emitted.	No runtime floor-division semantics; no universal slash/comment rule.	BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_A_SURFACE_PROBES/WINDOW_A_SLASH_BATCH1_20260826.md
WE-VM-001	NATIVE_OBSERVE_HOST_OPERATION	inherited named VM-stage failure	RUNTIME	INHERITED_SCOPE_NOT_CURRENT_COMPILER_LOCALIZED	INHERITED_SCOPE_NOT_CURRENT_VM_HASH_LOCALIZED	26	NOT_CAPTURED_IN_WS09	NOT_CAPTURED_IN_WS09	NOT_APPLICABLE	NOT_RECORDED	YES_IN_INHERITED_MACHINE_ARCHIVE_SCOPE	MACHINE_OBSERVED_VM_STAGE_FAILURE	WS09 preserves exact NATIVE_OBSERVE_HOST_OPERATION=FAIL_VM_RC_26.	Does not localize decode vs execute vs native host dispatch; not stable VM error ABI.	BRAIN/WORKSTREAMS/SIGMA_PSI/WS09_CONFORMANCE_ERROR_TAXONOMY_RESULT.md
WE-VM-002	BAD_MAGIC_ARTIFACT	bad_magic.sigmab	UNKNOWN_STAGE	NOT_APPLICABLE	029ae4b6acbee5558f7663a732f8d39a970166e8488d2c4fe62414eb39391c99	NOT_OBSERVED	NOT_OBSERVED	NOT_OBSERVED	NOT_APPLICABLE	YES	NO	NOT_PROVEN_RUNTIME_BEHAVIOR	bad_magic.sigmab len=19 sha256=b449859fe2af41be3e2845a0e85d31900d61d07d2164cae330bb676642946ad4 exists.	Current VM RC/stdout/stderr/error behavior absent; do not infer BYTECODE_LOAD or BYTECODE_DECODE failure.	BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_C_BYTECODE_ABI/WINDOW_C_SELECTED_BYTECODE_REPARSE_20260826.txt; BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_D_VM_RUNTIME_CONTRACT_FREEZE_RESULT_20260826.md
WE-VM-003	TRUNCATED_ARTIFACT	truncated.sigmab	UNKNOWN_STAGE	NOT_APPLICABLE	029ae4b6acbee5558f7663a732f8d39a970166e8488d2c4fe62414eb39391c99	NOT_OBSERVED	NOT_OBSERVED	NOT_OBSERVED	NOT_APPLICABLE	YES	NO	NOT_PROVEN_RUNTIME_BEHAVIOR	truncated.sigmab len=8 sha256=f666e4ccff096253426e4111d6746bd62c5b228422fb6617a873ee7af2746501 exists.	Current VM RC/stdout/stderr/error behavior absent; do not infer load/decode rejection.	BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_C_BYTECODE_ABI/WINDOW_C_SELECTED_BYTECODE_REPARSE_20260826.txt; BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_D_VM_RUNTIME_CONTRACT_FREEZE_RESULT_20260826.md
WE-VM-004	BAD_BINARY_SUBOP_FAULT	invalid binary sub-op artifact	UNKNOWN_STAGE	NOT_APPLICABLE	029ae4b6acbee5558f7663a732f8d39a970166e8488d2c4fe62414eb39391c99	NOT_OBSERVED	NOT_OBSERVED	NOT_OBSERVED	NOT_APPLICABLE	YES	NO	NOT_PROVEN_RUNTIME_BEHAVIOR	BAD_BINARY_SUBOP_FAULT.sigmab len=99 sha256=629ddc92b5cc1e0920bdc1f8fbc2d361d01d57f26245788f243d924e8e64f8d5 exists; one-byte mutation offset 92 0x01->0xff after source-correlated 0x21.	Current VM runtime rejection/RC/stderr absent; byte mutation proves field shape only.	BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_C_BYTECODE_ABI/WINDOW_C_SELECTED_BYTECODE_REPARSE_20260826.txt; BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_D_VM_RUNTIME/03_TARGETED_TEST_RECORDS.tsv
WE-VM-005	INVALID_OPCODE	invalid opcode behavior	UNKNOWN_STAGE	NOT_APPLICABLE	029ae4b6acbee5558f7663a732f8d39a970166e8488d2c4fe62414eb39391c99	NOT_OBSERVED	NOT_OBSERVED	NOT_OBSERVED	NOT_APPLICABLE	NO_CURRENT_ARTIFACT_REVIEWED	NO	NOT_PROVEN	No current VM invalid-opcode execution evidence was found in the relevant Window C/D evidence.	Invalid opcode decode/execute/error behavior and diagnostics not proven.	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_C_BYTECODE_ABI_FREEZE_RESULT_20260826.md; BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_D_VM_RUNTIME_CONTRACT_FREEZE_RESULT_20260826.md
WE-VM-006	MALFORMED_OPERANDS	malformed operands behavior	UNKNOWN_STAGE	NOT_APPLICABLE	029ae4b6acbee5558f7663a732f8d39a970166e8488d2c4fe62414eb39391c99	NOT_OBSERVED	NOT_OBSERVED	NOT_OBSERVED	NOT_APPLICABLE	NO_CURRENT_ARTIFACT_REVIEWED	NO	NOT_PROVEN	No current VM malformed-operand execution evidence was found in the relevant Window C/D evidence.	Operand decode/validation/error behavior not proven.	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_D_VM_RUNTIME_CONTRACT_FREEZE_RESULT_20260826.md
WE-VM-007	UNDEFINED_FUNCTION	undefined function behavior	UNKNOWN_STAGE	NOT_APPLICABLE	029ae4b6acbee5558f7663a732f8d39a970166e8488d2c4fe62414eb39391c99	NOT_OBSERVED	NOT_OBSERVED	NOT_OBSERVED	NOT_APPLICABLE	NO_CURRENT_ARTIFACT_REVIEWED	NO	NOT_PROVEN	No current undefined-callee VM failure evidence was found. Zero-argument f() compiler acceptance is not runtime arity/undefined-function evidence.	Callee resolution, arity, frame, and diagnostic behavior not proven.	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_A_EXECUTABLE_SURFACE_FINAL_FREEZE_20260826.md; BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_D_VM_RUNTIME_CONTRACT_FREEZE_RESULT_20260826.md
WE-VM-008	STACK_UNDERFLOW	stack underflow behavior	UNKNOWN_STAGE	NOT_APPLICABLE	029ae4b6acbee5558f7663a732f8d39a970166e8488d2c4fe62414eb39391c99	NOT_OBSERVED	NOT_OBSERVED	NOT_OBSERVED	NOT_APPLICABLE	NO_CURRENT_ARTIFACT_REVIEWED	NO	NOT_PROVEN	No current stack-underflow VM failure evidence was found.	Stack underflow/overflow classes, RCs, diagnostics, and abort points not proven.	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_D_VM_RUNTIME_CONTRACT_FREEZE_RESULT_20260826.md
WE-VM-009	JUMP_TARGET_FAULT	jump target fault behavior	UNKNOWN_STAGE	NOT_APPLICABLE	029ae4b6acbee5558f7663a732f8d39a970166e8488d2c4fe62414eb39391c99	NOT_OBSERVED	NOT_OBSERVED	NOT_OBSERVED	NOT_APPLICABLE	NO_CURRENT_ARTIFACT_REVIEWED	NO	NOT_PROVEN	No current jump-target-fault VM execution evidence was found. Window C target values are source-correlated only.	Bounds, signedness, IP transition, and diagnostics not proven.	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_C_BYTECODE_ABI_FREEZE_RESULT_20260826.md; BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_D_VM_RUNTIME_CONTRACT_FREEZE_RESULT_20260826.md
WE-VM-010	STEP_LIMIT	step-limit behavior	UNKNOWN_STAGE	NOT_APPLICABLE	029ae4b6acbee5558f7663a732f8d39a970166e8488d2c4fe62414eb39391c99	NOT_OBSERVED	NOT_OBSERVED	NOT_OBSERVED	NOT_APPLICABLE	NO_CURRENT_ARTIFACT_REVIEWED	NO	NOT_PROVEN	No current step-limit or nontermination-limit evidence was found.	Limit existence, threshold, RC, stderr, and recovery behavior not proven.	BRAIN/WORKSTREAMS/SIGMA_PSI/WS09_CONFORMANCE_ERROR_TAXONOMY_RESULT.md; BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_D_VM_RUNTIME_CONTRACT_FREEZE_RESULT_20260826.md
