CONF_ID	CATEGORY	CLAIM	FROZEN_CONTRACT_SOURCE	INPUT_OR_ARTIFACT	EXECUTION_STAGE	COMPILER_SHA256	VM_SHA256	EXPECTED_CONDITION	EXPECTED_CONDITION_PROVENANCE	OBSERVED_RESULT	RC	STDOUT_SHA256	STDERR_SHA256	STATUS	EXACT_SCOPE	NOT_PROVEN_BEYOND	EVIDENCE_PATH	RERUN_REQUIRED
G-NEG-011	09_COMPILER_ERRORS	compiler rejects exact negative form	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md	binding equals delimiter	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	compiler rejects exact form and creates no bytecode	Window A statement contract; Window E WE-NEG ledger	compiler RC=4; bytecode_created=NO	4	NOT_CAPTURED	NOT_CAPTURED	PASS	exact negative source form only	human-readable error meaning and stable symbolic error code	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md; BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE/01_ERROR_CONFORMANCE_LEDGER_20260826.tsv	NO
G-NEG-012	09_COMPILER_ERRORS	compiler rejects exact negative form	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md	newline-only bindings without semicolons	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	compiler rejects exact form and creates no bytecode	Window A statement contract; Window E WE-NEG ledger	compiler RC=4; bytecode_created=NO	4	NOT_CAPTURED	NOT_CAPTURED	PASS	exact negative source form only	human-readable error meaning and stable symbolic error code	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md; BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE/01_ERROR_CONFORMANCE_LEDGER_20260826.tsv	NO
G-NEG-013	09_COMPILER_ERRORS	compiler rejects exact negative form	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md	two-segment address Σ.A.B	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	compiler rejects exact form and creates no bytecode	Window A namespace contract; Window E WE-NEG ledger	compiler RC=4; bytecode_created=NO	4	NOT_CAPTURED	NOT_CAPTURED	PASS	exact negative source form only	human-readable error meaning and stable symbolic error code	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md; BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE/01_ERROR_CONFORMANCE_LEDGER_20260826.tsv	NO
G-NEG-014	09_COMPILER_ERRORS	compiler rejects exact negative form	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md	double-dot address Σ.A..B	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	compiler rejects exact form and creates no bytecode	Window A namespace contract; Window E WE-NEG ledger	compiler RC=4; bytecode_created=NO	4	NOT_CAPTURED	NOT_CAPTURED	PASS	exact negative source form only	human-readable error meaning and stable symbolic error code	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md; BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE/01_ERROR_CONFORMANCE_LEDGER_20260826.tsv	NO
G-NEG-015	09_COMPILER_ERRORS	compiler rejects exact negative form	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md	IF condition without parentheses	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	compiler rejects exact form and creates no bytecode	Window A control contract; Window E WE-NEG ledger	compiler RC=4; bytecode_created=NO	4	NOT_CAPTURED	NOT_CAPTURED	PASS	exact negative source form only	human-readable error meaning and stable symbolic error code	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md; BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE/01_ERROR_CONFORMANCE_LEDGER_20260826.tsv	NO
G-NEG-016	09_COMPILER_ERRORS	compiler rejects exact negative form	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md	WHILE condition without parentheses	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	compiler rejects exact form and creates no bytecode	Window A control contract; Window E WE-NEG ledger	compiler RC=4; bytecode_created=NO	4	NOT_CAPTURED	NOT_CAPTURED	PASS	exact negative source form only	human-readable error meaning and stable symbolic error code	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md; BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE/01_ERROR_CONFORMANCE_LEDGER_20260826.tsv	NO
G-NEG-017	09_COMPILER_ERRORS	compiler rejects exact negative form	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md	DEF without parameter-list parentheses	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	compiler rejects exact form and creates no bytecode	Window A DEF contract; Window E WE-NEG ledger	compiler RC=4; bytecode_created=NO	4	NOT_CAPTURED	NOT_CAPTURED	PASS	exact negative source form only	human-readable error meaning and stable symbolic error code	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md; BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE/01_ERROR_CONFORMANCE_LEDGER_20260826.tsv	NO
G-NEG-018	09_COMPILER_ERRORS	compiler rejects exact negative form	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md	RETURN expression without semicolon	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	compiler rejects exact form and creates no bytecode	Window A RETURN contract; Window E WE-NEG ledger	compiler RC=4; bytecode_created=NO	4	NOT_CAPTURED	NOT_CAPTURED	PASS	exact negative source form only	human-readable error meaning and stable symbolic error code	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md; BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE/01_ERROR_CONFORMANCE_LEDGER_20260826.tsv	NO
G-NEG-019	09_COMPILER_ERRORS	compiler rejects exact negative form	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md	bare RETURN semicolon	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	compiler rejects exact form and creates no bytecode	Window A CALL/RETURN contract; Window E WE-NEG ledger	compiler RC=4; bytecode_created=NO	4	NOT_CAPTURED	NOT_CAPTURED	PASS	exact negative source form only	human-readable error meaning and stable symbolic error code	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md; BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE/01_ERROR_CONFORMANCE_LEDGER_20260826.tsv	NO
G-NEG-020	09_COMPILER_ERRORS	compiler rejects exact negative form	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md	lowercase if	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	compiler rejects exact form and creates no bytecode	Window A keyword case contract; Window E WE-NEG ledger	compiler RC=4; bytecode_created=NO	4	NOT_CAPTURED	NOT_CAPTURED	PASS	exact negative source form only	human-readable error meaning and stable symbolic error code	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md; BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE/01_ERROR_CONFORMANCE_LEDGER_20260826.tsv	NO
G-NEG-021	09_COMPILER_ERRORS	compiler rejects exact negative form	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md	lowercase while	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	compiler rejects exact form and creates no bytecode	Window A keyword case contract; Window E WE-NEG ledger	compiler RC=4; bytecode_created=NO	4	NOT_CAPTURED	NOT_CAPTURED	PASS	exact negative source form only	human-readable error meaning and stable symbolic error code	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md; BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE/01_ERROR_CONFORMANCE_LEDGER_20260826.tsv	NO
G-NEG-022	09_COMPILER_ERRORS	compiler rejects exact negative form	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md	lowercase def	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	compiler rejects exact form and creates no bytecode	Window A keyword case contract; Window E WE-NEG ledger	compiler RC=4; bytecode_created=NO	4	NOT_CAPTURED	NOT_CAPTURED	PASS	exact negative source form only	human-readable error meaning and stable symbolic error code	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md; BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE/01_ERROR_CONFORMANCE_LEDGER_20260826.tsv	NO
G-NEG-023	09_COMPILER_ERRORS	compiler rejects exact negative form	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md	infix 4 // 2	COMPILE	65f69217ad44f33c1aa1d4c31678d38940cd3d0b96f41892e8280dac57ad6a71	NOT_APPLICABLE	compiler rejects exact form and creates no bytecode	Window A slash contract; Window E WE-NEG ledger	compiler RC=4; bytecode_created=NO	4	NOT_CAPTURED	NOT_CAPTURED	PASS	exact negative source form only	human-readable error meaning and stable symbolic error code	BRAIN/WORKSTREAMS/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE_FREEZE_RESULT_20260826.md; BRAIN/EVIDENCE/SIGMA_PSI/WINDOW_E_ERROR_CONFORMANCE/01_ERROR_CONFORMANCE_LEDGER_20260826.tsv	NO
